matching_mode	accession	start	end	strand	status	candidate_reference_ids
relaxed	NC_000866.4	93624	94553	+	MATCHED	
relaxed	NC_000866.4	94555	95325	+	MATCHED	
relaxed	NC_000866.4	95367	96185	+	MATCHED	
relaxed	NC_000866.4	96194	96688	+	MATCHED	
relaxed	NC_000866.4	96672	98504	+	MATCHED	
relaxed	NC_000866.4	98536	100515	+	MATCHED	
relaxed	NC_000866.4	100632	101123	+	MATCHED	
relaxed	NC_000866.4	101207	102781	+	MATCHED	
relaxed	NC_000866.4	102781	103023	+	MATCHED	
relaxed	NC_000866.4	103023	103448	+	MATCHED	
relaxed	NC_000866.4	103448	104086	+	MATCHED	
relaxed	NC_000866.4	104117	104926	+	MATCHED	
relaxed	NC_000866.4	104945	106510	+	MATCHED	
relaxed	NC_000866.4	106561	107232	-	MATCHED	
relaxed	NC_000866.4	107241	107330	+	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	107323	108606	+	MATCHED	
relaxed	NC_000866.4	108636	109640	-	MATCHED	
relaxed	NC_000866.4	109650	109928	-	MATCHED	
relaxed	NC_000866.4	109915	110097	-	MATCHED	
relaxed	NC_000866.4	110187	111317	-	MATCHED	
relaxed	NC_000866.4	111327	112007	-	MATCHED	
relaxed	NC_000866.4	112057	112674	+	MATCHED	
relaxed	NC_000866.4	112677	114440	+	MATCHED	
relaxed	NC_000866.4	114496	114663	-	MATCHED	
relaxed	NC_000866.4	114690	114914	-	MATCHED	
relaxed	NC_000866.4	114914	115327	-	MATCHED	
relaxed	NC_000866.4	115404	115802	-	MATCHED	
relaxed	NC_000866.4	115802	116428	-	MATCHED	
relaxed	NC_000866.4	116479	117228	+	MATCHED	
relaxed	NC_000866.4	117234	118403	+	MATCHED	
relaxed	NC_000866.4	118348	118881	+	MATCHED	
relaxed	NC_000866.4	118878	120650	+	MATCHED	
relaxed	NC_000866.4	120659	121753	+	MATCHED	
relaxed	NC_000866.4	121753	122715	+	MATCHED	
relaxed	NC_000866.4	122742	123032	-	MATCHED	
relaxed	NC_000866.4	123065	123268	-	MATCHED	
relaxed	NC_000866.4	123265	123450	-	MATCHED	
relaxed	NC_000866.4	123454	125502	-	MATCHED	
relaxed	NC_000866.4	125560	125748	-	MATCHED	
relaxed	NC_000866.4	125745	127208	-	MATCHED	
relaxed	NC_000866.4	127205	127474	-	MATCHED	
relaxed	NC_000866.4	127474	128310	-	MATCHED	
relaxed	NC_000866.4	128307	128765	-	MATCHED	
relaxed	NC_000866.4	128758	128964	-	MATCHED	
relaxed	NC_000866.4	128961	129158	-	MATCHED	
relaxed	NC_000866.4	129158	129445	-	MATCHED	
relaxed	NC_000866.4	129487	129852	-	MATCHED	
relaxed	NC_000866.4	129921	130253	-	MATCHED	
relaxed	NC_000866.4	130255	130362	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	130364	130582	-	MATCHED	
relaxed	NC_000866.4	130573	130677	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	130785	131033	-	MATCHED	
relaxed	NC_000866.4	131181	131516	-	MATCHED	
relaxed	NC_000866.4	131573	131881	-	MATCHED	
relaxed	NC_000866.4	131882	132118	-	MATCHED	
relaxed	NC_000866.4	132118	132699	-	MATCHED	
relaxed	NC_000866.4	132696	133034	-	MATCHED	
relaxed	NC_000866.4	133031	133261	-	MATCHED	
relaxed	NC_000866.4	133334	133609	-	MATCHED	
relaxed	NC_000866.4	133612	133812	-	MATCHED	
relaxed	NC_000866.4	133805	134002	-	MATCHED	
relaxed	NC_000866.4	134002	134907	-	MATCHED	
relaxed	NC_000866.4	134908	135135	-	MATCHED	
relaxed	NC_000866.4	135132	135431	-	MATCHED	
relaxed	NC_000866.4	135428	135781	-	MATCHED	
relaxed	NC_000866.4	135772	136278	-	MATCHED	
relaxed	NC_000866.4	136340	137464	-	MATCHED	
relaxed	NC_000866.4	137517	137927	-	MATCHED	
relaxed	NC_000866.4	137955	138434	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	138424	138603	+	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	138640	138777	+	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	138774	138935	+	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	139054	139719	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	139716	139967	-	MATCHED	
relaxed	NC_000866.4	139991	140416	-	MATCHED	
relaxed	NC_000866.4	140416	142680	-	MATCHED	
relaxed	NC_000866.4	142671	142997	-	MATCHED	
relaxed	NC_000866.4	142951	143214	-	MATCHED	
relaxed	NC_000866.4	143235	143549	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	143694	144431	-	MATCHED	
relaxed	NC_000866.4	144561	145112	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	145109	145690	-	MATCHED	
relaxed	NC_000866.4	145762	146004	-	MATCHED	
relaxed	NC_000866.4	146143	146529	-	MATCHED	
relaxed	NC_000866.4	146575	146802	-	MATCHED	
relaxed	NC_000866.4	146948	147853	-	MATCHED	
relaxed	NC_000866.4	147909	148541	-	MATCHED	
relaxed	NC_000866.4	148543	149181	-	MATCHED	
relaxed	NC_000866.4	149193	149531	-	MATCHED	
relaxed	NC_000866.4	149509	149778	-	MATCHED	
relaxed	NC_000866.4	149787	150704	-	MATCHED	
relaxed	NC_000866.4	150809	154678	+	MATCHED	
relaxed	NC_000866.4	154687	155805	+	MATCHED	
relaxed	NC_000866.4	155868	156533	+	MATCHED	
relaxed	NC_000866.4	156542	159622	+	MATCHED	
relaxed	NC_000866.4	159649	160200	+	MATCHED	
relaxed	NC_000866.4	160221	160877	+	MATCHED	
relaxed	NC_000866.4	160878	161150	-	MATCHED	
relaxed	NC_000866.4	161163	161315	-	MATCHED	
relaxed	NC_000866.4	161312	161590	-	MATCHED	
relaxed	NC_000866.4	161674	161805	-	MATCHED	
relaxed	NC_000866.4	161876	162172	-	MATCHED	
relaxed	NC_000866.4	162172	162630	-	MATCHED	
relaxed	NC_000866.4	162627	162833	-	MATCHED	
relaxed	NC_000866.4	162967	163602	-	MATCHED	
relaxed	NC_000866.4	163730	163879	-	MATCHED	
relaxed	NC_000866.4	163876	165204	-	MATCHED	
relaxed	NC_000866.4	165209	165349	-	MATCHED	
relaxed	NC_000866.4	165342	165497	-	MATCHED	
relaxed	NC_000866.4	165585	166040	-	MATCHED	
relaxed	NC_000866.4	166101	166316	-	MATCHED	
relaxed	NC_000866.4	166325	166432	-	MATCHED	
relaxed	NC_000866.4	166432	166554	-	MATCHED	
relaxed	NC_000866.4	166548	166649	-	MATCHED	
relaxed	NC_000866.4	166636	166749	-	MATCHED	
relaxed	NC_000866.4	166815	166913	-	MATCHED	
relaxed	NC_000866.4	166993	167121	-	NO_REFERENCE_MATCH	
relaxed	NC_000866.4	167103	167660	-	MATCHED	
relaxed	NC_000866.4	167743	167937	-	MATCHED	
relaxed	NC_000866.4	167965	168903	-	MATCHED	
relaxed	NC_001416.1	191	736	+	MATCHED	
relaxed	NC_001416.1	751	894	+	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	891	2636	+	MATCHED	
relaxed	NC_001416.1	2633	2839	+	MATCHED	
relaxed	NC_001416.1	2836	4437	+	MATCHED	
relaxed	NC_001416.1	4319	5737	+	AMBIGUOUS_OVERLAP	NP_040584.1;NP_040585.1
relaxed	NC_001416.1	5747	6079	+	MATCHED	
relaxed	NC_001416.1	6135	7160	+	MATCHED	
relaxed	NC_001416.1	7163	7600	+	MATCHED	
relaxed	NC_001416.1	7678	7965	+	MATCHED	
relaxed	NC_001416.1	7977	8555	+	MATCHED	
relaxed	NC_001416.1	8552	8947	+	MATCHED	
relaxed	NC_001416.1	8955	9695	+	MATCHED	
relaxed	NC_001416.1	9711	10133	+	MATCHED	
relaxed	NC_001416.1	10160	10549	+	MATCHED	
relaxed	NC_001416.1	10542	13103	+	MATCHED	
relaxed	NC_001416.1	13100	13429	+	MATCHED	
relaxed	NC_001416.1	13429	14127	+	MATCHED	
relaxed	NC_001416.1	14090	14257	+	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	14276	14875	+	MATCHED	
relaxed	NC_001416.1	14773	15444	+	MATCHED	
relaxed	NC_001416.1	15505	18903	+	MATCHED	
relaxed	NC_001416.1	18965	19585	+	MATCHED	
relaxed	NC_001416.1	19650	20855	+	MATCHED	
relaxed	NC_001416.1	20815	20964	+	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	21029	21973	+	MATCHED	
relaxed	NC_001416.1	21973	22557	+	MATCHED	
relaxed	NC_001416.1	22686	23918	-	MATCHED	
relaxed	NC_001416.1	23947	24045	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	24108	24317	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	24509	25399	-	MATCHED	
relaxed	NC_001416.1	25396	26973	-	MATCHED	
relaxed	NC_001416.1	27009	27164	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	27157	27351	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	27335	27604	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	27766	27855	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	27812	28882	-	MATCHED	
relaxed	NC_001416.1	28860	29078	-	MATCHED	
relaxed	NC_001416.1	29118	29285	-	MATCHED	
relaxed	NC_001416.1	29374	29655	-	MATCHED	
relaxed	NC_001416.1	29847	30347	-	MATCHED	
relaxed	NC_001416.1	30392	30613	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	30620	30709	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	30712	30894	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	31005	31196	-	MATCHED	
relaxed	NC_001416.1	31169	31351	-	MATCHED	
relaxed	NC_001416.1	31348	32028	-	MATCHED	
relaxed	NC_001416.1	32025	32810	-	MATCHED	
relaxed	NC_001416.1	32816	33232	-	MATCHED	
relaxed	NC_001416.1	33187	33456	-	AMBIGUOUS_OVERLAP	NP_040619.1;NP_040620.1
relaxed	NC_001416.1	33536	33904	-	MATCHED	
relaxed	NC_001416.1	33917	34006	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	34087	34287	-	MATCHED	
relaxed	NC_001416.1	34261	34386	+	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	34485	35036	+	MATCHED	
relaxed	NC_001416.1	35037	35438	-	MATCHED	
relaxed	NC_001416.1	35471	35581	+	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	35583	35672	+	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	35669	35854	+	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	35825	36259	-	MATCHED	
relaxed	NC_001416.1	36275	37114	-	MATCHED	
relaxed	NC_001416.1	37227	37940	-	MATCHED	
relaxed	NC_001416.1	37919	38056	+	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	38041	38241	+	MATCHED	
relaxed	NC_001416.1	38300	38653	+	MATCHED	
relaxed	NC_001416.1	38686	39585	+	MATCHED	
relaxed	NC_001416.1	39582	40283	+	MATCHED	
relaxed	NC_001416.1	40280	40570	+	MATCHED	
relaxed	NC_001416.1	40644	41084	+	MATCHED	
relaxed	NC_001416.1	41063	41953	+	MATCHED	
relaxed	NC_001416.1	41972	42169	+	MATCHED	
relaxed	NC_001416.1	42227	42439	+	MATCHED	
relaxed	NC_001416.1	42429	43043	+	MATCHED	
relaxed	NC_001416.1	43152	43889	+	MATCHED	
relaxed	NC_001416.1	43886	44509	+	MATCHED	
relaxed	NC_001416.1	44538	44690	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	44654	44938	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	45147	45242	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	45186	45509	+	MATCHED	
relaxed	NC_001416.1	45493	45969	+	MATCHED	
relaxed	NC_001416.1	45966	46427	+	MATCHED	
relaxed	NC_001416.1	46459	46752	-	MATCHED	
relaxed	NC_001416.1	46896	46994	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	47042	47494	-	MATCHED	
relaxed	NC_001416.1	47572	47736	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	47738	47944	+	MATCHED	
relaxed	NC_001416.1	48109	48303	-	NO_REFERENCE_MATCH	
relaxed	NC_001416.1	48319	48432	-	NO_REFERENCE_MATCH	
relaxed	NC_001604.1	3	98	+	NO_REFERENCE_MATCH	
relaxed	NC_001604.1	474	608	-	NO_REFERENCE_MATCH	
relaxed	NC_001604.1	627	749	-	NO_REFERENCE_MATCH	
relaxed	NC_001604.1	766	921	-	NO_REFERENCE_MATCH	
relaxed	NC_001604.1	925	1278	+	MATCHED	
relaxed	NC_001604.1	1278	1433	+	MATCHED	
relaxed	NC_001604.1	1430	1639	+	MATCHED	
relaxed	NC_001604.1	1639	1797	+	MATCHED	
relaxed	NC_001604.1	1781	1972	+	NO_REFERENCE_MATCH	
relaxed	NC_001604.1	2021	3100	+	MATCHED	
relaxed	NC_001604.1	3171	5822	+	MATCHED	
relaxed	NC_001604.1	6007	6135	+	MATCHED	
relaxed	NC_001604.1	6137	6394	+	MATCHED	
relaxed	NC_001604.1	6475	7554	+	MATCHED	
relaxed	NC_001604.1	7608	7763	+	MATCHED	
relaxed	NC_001604.1	7791	7880	+	MATCHED	
relaxed	NC_001604.1	7906	8166	+	MATCHED	
relaxed	NC_001604.1	8166	8756	+	MATCHED	
relaxed	NC_001604.1	8749	8895	+	MATCHED	
relaxed	NC_001604.1	8892	9092	+	MATCHED	
relaxed	NC_001604.1	9158	9856	+	MATCHED	
relaxed	NC_001604.1	9857	10276	+	MATCHED	
relaxed	NC_001604.1	10257	10706	+	MATCHED	
relaxed	NC_001604.1	10706	11161	+	MATCHED	
relaxed	NC_001604.1	11225	11590	+	MATCHED	
relaxed	NC_001604.1	11565	13265	+	MATCHED	
relaxed	NC_001604.1	13352	13564	+	MATCHED	
relaxed	NC_001604.1	13584	13853	+	MATCHED	
relaxed	NC_001604.1	13798	14334	+	MATCHED	
relaxed	NC_001604.1	14353	16467	+	MATCHED	
relaxed	NC_001604.1	16483	16839	+	MATCHED	
relaxed	NC_001604.1	16851	17150	+	MATCHED	
relaxed	NC_001604.1	17150	17359	+	MATCHED	
relaxed	NC_001604.1	17359	17517	+	MATCHED	
relaxed	NC_001604.1	17504	18406	+	MATCHED	
relaxed	NC_001604.1	18394	18507	+	MATCHED	
relaxed	NC_001604.1	18605	18859	+	MATCHED	
relaxed	NC_001604.1	18864	19130	+	MATCHED	
relaxed	NC_001604.1	19130	19531	+	MATCHED	
relaxed	NC_001604.1	19535	19834	+	MATCHED	
relaxed	NC_001604.1	19848	20240	+	MATCHED	
relaxed	NC_001604.1	20225	21850	+	MATCHED	
relaxed	NC_001604.1	21950	22873	+	MATCHED	
relaxed	NC_001604.1	22967	24004	+	MATCHED	
relaxed	NC_001604.1	24004	24162	+	NO_REFERENCE_MATCH	
relaxed	NC_001604.1	24228	24818	+	MATCHED	
relaxed	NC_001604.1	24842	27226	+	MATCHED	
relaxed	NC_001604.1	27307	27723	+	MATCHED	
relaxed	NC_001604.1	27728	28318	+	MATCHED	
relaxed	NC_001604.1	28325	30568	+	MATCHED	
relaxed	NC_001604.1	30595	34551	+	MATCHED	
relaxed	NC_001604.1	34624	36285	+	MATCHED	
relaxed	NC_001604.1	36344	36547	+	MATCHED	
relaxed	NC_001604.1	36553	36822	+	MATCHED	
relaxed	NC_001604.1	36797	36898	+	NO_REFERENCE_MATCH	
relaxed	NC_001604.1	36917	37348	+	MATCHED	
relaxed	NC_001604.1	37370	39130	+	MATCHED	
relaxed	NC_001604.1	39389	39538	+	MATCHED	
relaxed	NC_001604.1	39494	39604	-	NO_REFERENCE_MATCH	
relaxed	NC_001604.1	39713	39847	-	NO_REFERENCE_MATCH	
relaxed	NC_001604.1	39834	39935	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	124	858	-	MATCHED	
relaxed	NC_005859.1	939	1334	-	MATCHED	
relaxed	NC_005859.1	1371	1649	-	MATCHED	
relaxed	NC_005859.1	1706	3376	-	MATCHED	
relaxed	NC_005859.1	3473	3670	-	MATCHED	
relaxed	NC_005859.1	3727	4134	-	MATCHED	
relaxed	NC_005859.1	4230	4481	-	MATCHED	
relaxed	NC_005859.1	4538	4639	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	4715	4918	-	MATCHED	
relaxed	NC_005859.1	4915	5118	-	MATCHED	
relaxed	NC_005859.1	5206	5319	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	5411	5929	-	MATCHED	
relaxed	NC_005859.1	6205	6294	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	6495	7505	+	MATCHED	
relaxed	NC_005859.1	7624	7854	+	MATCHED	
relaxed	NC_005859.1	7904	8083	+	MATCHED	
relaxed	NC_005859.1	8086	8298	+	MATCHED	
relaxed	NC_005859.1	8300	8644	+	MATCHED	
relaxed	NC_005859.1	8681	8938	+	MATCHED	
relaxed	NC_005859.1	8954	9157	+	MATCHED	
relaxed	NC_005859.1	9171	9398	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	9653	9883	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	9870	10022	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	10030	10128	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	10194	10331	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	10368	10460	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	10580	10675	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	10680	10775	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	10936	11820	-	MATCHED	
relaxed	NC_005859.1	11902	12510	-	MATCHED	
relaxed	NC_005859.1	12510	12695	-	MATCHED	
relaxed	NC_005859.1	12695	12928	-	MATCHED	
relaxed	NC_005859.1	12916	13206	-	MATCHED	
relaxed	NC_005859.1	13199	13747	-	MATCHED	
relaxed	NC_005859.1	13816	13926	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	13907	14278	-	MATCHED	
relaxed	NC_005859.1	14226	14687	-	MATCHED	
relaxed	NC_005859.1	14684	14884	-	MATCHED	
relaxed	NC_005859.1	14841	14987	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	14984	15310	-	MATCHED	
relaxed	NC_005859.1	15300	15545	-	MATCHED	
relaxed	NC_005859.1	15542	15823	-	MATCHED	
relaxed	NC_005859.1	15823	15987	-	MATCHED	
relaxed	NC_005859.1	15987	16238	-	MATCHED	
relaxed	NC_005859.1	16317	16748	-	MATCHED	
relaxed	NC_005859.1	16801	16923	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	16916	17437	-	MATCHED	
relaxed	NC_005859.1	17437	18300	-	MATCHED	
relaxed	NC_005859.1	18303	18548	-	MATCHED	
relaxed	NC_005859.1	18646	18936	-	MATCHED	
relaxed	NC_005859.1	18929	19360	-	MATCHED	
relaxed	NC_005859.1	19436	19852	-	MATCHED	
relaxed	NC_005859.1	19931	20344	-	MATCHED	
relaxed	NC_005859.1	20341	21024	-	MATCHED	
relaxed	NC_005859.1	21154	21753	-	MATCHED	
relaxed	NC_005859.1	21766	22518	-	MATCHED	
relaxed	NC_005859.1	22518	22871	-	MATCHED	
relaxed	NC_005859.1	22802	23245	-	MATCHED	
relaxed	NC_005859.1	23245	23742	-	MATCHED	
relaxed	NC_005859.1	23739	24437	-	MATCHED	
relaxed	NC_005859.1	24592	24936	-	MATCHED	
relaxed	NC_005859.1	25047	25331	-	MATCHED	
relaxed	NC_005859.1	25328	25657	-	MATCHED	
relaxed	NC_005859.1	25638	26150	-	MATCHED	
relaxed	NC_005859.1	26147	26446	-	MATCHED	
relaxed	NC_005859.1	26436	26717	-	MATCHED	
relaxed	NC_005859.1	26794	27141	-	MATCHED	
relaxed	NC_005859.1	27263	27439	-	MATCHED	
relaxed	NC_005859.1	27495	27656	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	27656	28024	-	MATCHED	
relaxed	NC_005859.1	28302	28592	-	MATCHED	
relaxed	NC_005859.1	28752	28916	-	MATCHED	
relaxed	NC_005859.1	28909	29160	-	MATCHED	
relaxed	NC_005859.1	29397	29978	-	MATCHED	
relaxed	NC_005859.1	29980	30180	-	MATCHED	
relaxed	NC_005859.1	30434	30550	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	30566	30673	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	30651	30824	-	MATCHED	
relaxed	NC_005859.1	31022	31606	-	MATCHED	
relaxed	NC_005859.1	32048	32140	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	32240	32407	-	MATCHED	
relaxed	NC_005859.1	32612	32755	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	32733	32942	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	32995	33087	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	33115	33213	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	33205	33633	-	MATCHED	
relaxed	NC_005859.1	33664	33849	-	MATCHED	
relaxed	NC_005859.1	33860	33988	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	34006	34524	-	MATCHED	
relaxed	NC_005859.1	34627	34755	-	MATCHED	
relaxed	NC_005859.1	34806	35078	-	MATCHED	
relaxed	NC_005859.1	35617	35892	-	MATCHED	
relaxed	NC_005859.1	35983	36189	-	MATCHED	
relaxed	NC_005859.1	36182	36349	-	MATCHED	
relaxed	NC_005859.1	36379	37062	-	MATCHED	
relaxed	NC_005859.1	37279	37848	-	MATCHED	
relaxed	NC_005859.1	37849	38034	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	38064	39029	+	MATCHED	
relaxed	NC_005859.1	39051	39467	+	MATCHED	
relaxed	NC_005859.1	39477	39671	+	MATCHED	
relaxed	NC_005859.1	39791	40738	-	MATCHED	
relaxed	NC_005859.1	40917	41030	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	41127	41216	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	41229	41318	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	41617	42045	-	MATCHED	
relaxed	NC_005859.1	42051	42221	-	MATCHED	
relaxed	NC_005859.1	42290	42739	-	MATCHED	
relaxed	NC_005859.1	42745	43062	-	MATCHED	
relaxed	NC_005859.1	43078	43182	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	43505	44143	-	MATCHED	
relaxed	NC_005859.1	44196	44378	-	MATCHED	
relaxed	NC_005859.1	44449	45150	-	MATCHED	
relaxed	NC_005859.1	45179	45415	-	MATCHED	
relaxed	NC_005859.1	45458	45973	-	MATCHED	
relaxed	NC_005859.1	46057	46335	-	MATCHED	
relaxed	NC_005859.1	46412	46888	-	MATCHED	
relaxed	NC_005859.1	47022	47861	-	MATCHED	
relaxed	NC_005859.1	47861	48394	-	MATCHED	
relaxed	NC_005859.1	48391	49536	-	MATCHED	
relaxed	NC_005859.1	49536	50060	-	MATCHED	
relaxed	NC_005859.1	50072	50179	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	50163	52598	-	MATCHED	
relaxed	NC_005859.1	52678	52836	-	MATCHED	
relaxed	NC_005859.1	52838	53590	-	MATCHED	
relaxed	NC_005859.1	53607	53708	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	53961	55685	+	MATCHED	
relaxed	NC_005859.1	55786	56166	+	MATCHED	
relaxed	NC_005859.1	56159	56392	+	MATCHED	
relaxed	NC_005859.1	56447	57265	+	MATCHED	
relaxed	NC_005859.1	57243	57428	+	MATCHED	
relaxed	NC_005859.1	57419	57601	+	MATCHED	
relaxed	NC_005859.1	57588	58094	+	MATCHED	
relaxed	NC_005859.1	58097	58525	+	MATCHED	
relaxed	NC_005859.1	58535	58927	+	MATCHED	
relaxed	NC_005859.1	58962	59063	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	59204	59320	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	59339	59455	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	59545	62331	+	MATCHED	
relaxed	NC_005859.1	62318	62836	+	MATCHED	
relaxed	NC_005859.1	62820	63053	+	MATCHED	
relaxed	NC_005859.1	63122	63826	+	MATCHED	
relaxed	NC_005859.1	63819	64070	+	MATCHED	
relaxed	NC_005859.1	64174	64584	+	MATCHED	
relaxed	NC_005859.1	64621	64917	+	MATCHED	
relaxed	NC_005859.1	64968	65276	+	MATCHED	
relaxed	NC_005859.1	65364	66335	+	MATCHED	
relaxed	NC_005859.1	66308	66430	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	66538	67317	+	MATCHED	
relaxed	NC_005859.1	67310	68077	+	MATCHED	
relaxed	NC_005859.1	68109	69617	+	MATCHED	
relaxed	NC_005859.1	69614	70147	+	MATCHED	
relaxed	NC_005859.1	70144	71034	+	MATCHED	
relaxed	NC_005859.1	71097	73664	+	MATCHED	
relaxed	NC_005859.1	73657	74154	+	MATCHED	
relaxed	NC_005859.1	74151	75503	+	MATCHED	
relaxed	NC_005859.1	75724	76008	+	MATCHED	
relaxed	NC_005859.1	76001	76774	+	MATCHED	
relaxed	NC_005859.1	76811	77788	+	MATCHED	
relaxed	NC_005859.1	77769	79607	+	MATCHED	
relaxed	NC_005859.1	79611	80093	+	MATCHED	
relaxed	NC_005859.1	80093	80968	+	MATCHED	
relaxed	NC_005859.1	80965	81411	+	MATCHED	
relaxed	NC_005859.1	81374	81637	+	MATCHED	
relaxed	NC_005859.1	81865	86055	-	MATCHED	
relaxed	NC_005859.1	86055	86318	-	MATCHED	
relaxed	NC_005859.1	86294	86479	-	MATCHED	
relaxed	NC_005859.1	86484	88550	-	MATCHED	
relaxed	NC_005859.1	88551	91400	-	MATCHED	
relaxed	NC_005859.1	91397	92011	-	MATCHED	
relaxed	NC_005859.1	92014	92103	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	92121	95780	-	MATCHED	
relaxed	NC_005859.1	95777	96574	-	MATCHED	
relaxed	NC_005859.1	96624	96992	-	MATCHED	
relaxed	NC_005859.1	97054	97458	-	MATCHED	
relaxed	NC_005859.1	97458	98354	-	MATCHED	
relaxed	NC_005859.1	98359	99753	-	MATCHED	
relaxed	NC_005859.1	99780	100265	-	MATCHED	
relaxed	NC_005859.1	100269	101036	-	MATCHED	
relaxed	NC_005859.1	101036	101548	-	MATCHED	
relaxed	NC_005859.1	101608	102984	-	MATCHED	
relaxed	NC_005859.1	103002	103634	-	MATCHED	
relaxed	NC_005859.1	103638	104132	-	MATCHED	
relaxed	NC_005859.1	104135	105346	-	MATCHED	
relaxed	NC_005859.1	105346	105783	-	MATCHED	
relaxed	NC_005859.1	105773	106606	-	MATCHED	
relaxed	NC_005859.1	106618	107934	-	MATCHED	
relaxed	NC_005859.1	107934	108416	-	MATCHED	
relaxed	NC_005859.1	108427	110349	-	MATCHED	
relaxed	NC_005859.1	110429	110662	+	MATCHED	
relaxed	NC_005859.1	110781	110954	+	MATCHED	
relaxed	NC_005859.1	110954	111061	+	MATCHED	
relaxed	NC_005859.1	111058	111252	+	MATCHED	
relaxed	NC_005859.1	111245	111490	+	MATCHED	
relaxed	NC_005859.1	111523	111651	+	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	111655	112389	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	112470	112865	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	112902	113180	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	113237	114907	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	115004	115201	-	NO_REFERENCE_MATCH	
relaxed	NC_005859.1	115258	115665	-	NO_REFERENCE_MATCH	
