case_id	prediction_A_tool	prediction_B_tool	target_tool	key_classification
FB0570	PhageMine	Pharokka	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0571	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0572	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0573	PhageMine	Pharokka	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0574	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0575	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0576	PhageMine	Pharokka	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0577	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0578	PhageMine	Pharokka	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0579	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0580	PhageMine	Pharokka	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0581	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0582	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0583	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0584	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0585	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0586	PhageMine	Pharokka	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0587	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0588	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0589	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0590	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0591	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0592	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0593	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0594	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0595	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0596	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0597	PhageMine	Pharokka	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0598	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0599	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0600	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0601	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0602	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0603	PhageMine	Pharokka	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0604	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0605	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0606	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0607	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0608	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0609	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0610	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0611	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0612	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0613	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0614	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0615	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0616	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0617	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0618	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0619	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0620	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0621	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0622	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0623	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0624	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0625	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0626	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0627	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0628	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0629	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0630	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0631	PhageMine	Pharokka	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0632	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0633	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0634	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0635	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0636	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0637	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0638	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0639	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0640	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0641	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0642	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0643	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0644	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0645	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0646	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0647	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0648	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0649	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0650	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0651	PhageMine	Pharokka	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0652	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0653	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0654	Pharokka	PhageMine	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0655	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0656	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0657	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0658	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0659	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0660	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0661	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0662	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0663	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0664	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0665	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0666	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0667	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0668	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0669	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0670	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0671	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0672	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0673	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0674	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0675	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0676	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0677	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0678	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0679	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0680	Pharokka	PhageMine	Pharokka	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0681	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0682	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0683	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0684	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0685	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0686	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0687	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0688	PhageMine	Pharokka	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
FB0689	Pharokka	PhageMine	PhageMine	CONFIDENTIAL_NOT_FOR_REVIEWER
